user_latitude,user_longitude,problem_type,urgency_level,mechanic_latitude,mechanic_longitude,distance_km,mechanic_rating,open_24hrs,speciality_match,district,target
-1.475554,29.697058,Bodywork,1,-1.497931,29.670695,3.84,4.4,0,0,Musanze,0
-2.373162,30.583042,Electrical Systems,1,-2.29782,30.677654,13.44,3.0,1,1,Kirehe,0
-1.608831,29.251242,Engine Repair,1,-1.618011,29.197642,6.04,3.9,0,0,Rubavu,1
-2.552243,29.80874,Bodywork,3,-2.590177,29.731711,9.54,4.7,0,1,Huye,0
-2.134115,29.797922,Tire & Wheel,3,-2.142045,29.783394,1.84,4.0,0,0,Muhanga,0
-2.231202,30.535736,Transmission Repair,1,-2.089025,30.614918,18.09,3.7,0,0,Ngoma,0
-1.927433,30.102832,Tire & Wheel,3,-1.896138,30.057236,6.15,4.0,0,0,Gasabo,1
-1.618052,29.977044,Brake System,3,-1.525592,30.069166,14.51,4.2,0,0,Gicumbi,0
-2.141288,29.686532,Oil Change,1,-2.006709,29.679088,14.99,3.3,0,0,Muhanga,1
-1.599718,29.993327,Electrical Systems,1,-1.532272,30.141915,18.14,4.5,0,1,Gicumbi,1
-2.049298,29.779896,Diagnostic Scanning,1,-2.049984,29.703444,8.5,3.0,0,1,Muhanga,0
-1.857805,30.07125,Diagnostic Scanning,1,-1.911719,30.048783,6.49,4.9,0,0,Gasabo,1
-1.923131,30.021011,Bodywork,3,-1.953585,30.069774,6.39,4.0,1,1,Nyarugenge,0
-1.472311,30.11932,Air Conditioning,1,-1.472295,30.117687,0.18,4.0,0,0,Gicumbi,1
-1.86566,30.672818,Welding,1,-1.892654,30.617633,6.83,4.2,0,1,Kayonza,1
-1.888462,30.117447,Bodywork,1,-1.9012665,30.0706949,5.39,3.2,0,1,Gasabo,1
-1.600283,29.258794,Suspension & Steering,1,-1.653399,29.18289,10.3,3.3,0,0,Rubavu,1
-1.970414,30.061902,Bodywork,1,-1.973,30.066,0.54,4.0,0,1,Kicukiro,1
-1.540838,29.602605,Suspension & Steering,1,-1.561705,29.580591,3.37,4.5,1,0,Musanze,1
-2.396915,30.599836,Welding,1,-2.159928,30.811935,35.35,4.1,0,0,Kirehe,0
-2.421906,30.727183,Bodywork,3,-2.1486187,30.642122,31.82,4.9,0,1,Kirehe,0
-1.96281,30.565093,Welding,3,-1.901347,30.660752,12.64,4.0,0,0,Kayonza,1
-1.670612,29.225206,Diagnostic Scanning,1,-1.697486,29.349084,14.09,4.2,0,0,Rubavu,1
-1.959155,30.489264,Exhaust System,1,-1.963801,30.470655,2.13,4.3,0,0,Rwamagana,1
-2.629707,29.76508,Tire & Wheel,1,-2.583216,29.699256,8.95,4.0,0,0,Huye,1
-1.607062,29.336921,Tire & Wheel,1,-1.725469,29.246476,16.57,4.7,0,0,Rubavu,1
-1.881311,30.080825,Engine Repair,3,-1.930316,30.088061,5.51,4.2,0,0,Gasabo,1
-2.283747,30.702544,Diagnostic Scanning,3,-2.0911173,30.7064354,21.42,4.3,0,0,Kirehe,0
-1.544487,29.622194,Brake System,1,-1.495896,29.602831,5.82,4.4,0,0,Musanze,0
-1.947359,30.118384,Brake System,1,-1.958614,30.070327,5.49,4.1,1,0,Kicukiro,1
-1.965683,30.114983,Air Conditioning,1,-2.011173,30.14881,6.3,4.8,0,1,Kicukiro,1
-1.96796,30.366393,Exhaust System,3,-1.9718759,30.4223593,6.23,3.8,0,0,Rwamagana,0
-2.288351,30.64794,Bodywork,1,-2.112957,30.793202,25.32,2.5,0,0,Kirehe,0
-2.400743,29.693508,Brake System,1,-2.3459989,29.7345162,7.6,3.0,0,0,Nyanza,1
-2.134192,30.44186,Oil Change,3,-2.153384,30.612463,19.08,4.5,0,0,Ngoma,1
-2.317199,29.720235,Air Conditioning,1,-2.360227,29.701894,5.2,4.8,0,0,Nyanza,1
-1.749162,30.059011,Welding,1,-1.7480262,30.0229013,4.02,4.0,0,0,Rulindo,0
-2.372249,30.706447,Brake System,3,-2.103313,30.809861,32.04,2.5,1,0,Kirehe,0
-2.070882,30.518956,Transmission Repair,1,-2.121563,30.58925,9.63,4.7,1,1,Ngoma,1
-1.915309,30.424106,Air Conditioning,1,-1.958507,30.447257,5.45,4.5,0,0,Rwamagana,1
-1.988557,30.102528,Electrical Systems,3,-1.979085,30.065204,4.28,4.8,0,0,Kicukiro,0
-1.95749,30.074782,Engine Repair,1,-1.851622,30.051672,12.05,4.7,0,0,Gasabo,1
-2.00266,30.417462,Transmission Repair,1,-1.922752,30.50855,13.47,4.1,1,0,Rwamagana,1
-2.291086,29.665796,Oil Change,1,-2.339569,29.756771,11.46,4.3,0,0,Nyanza,0
-2.145708,30.151547,Oil Change,1,-2.192084,30.21559,8.79,4.1,0,0,Bugesera,1
-1.970036,30.024479,Welding,1,-1.9758803,30.0537524,3.32,3.5,0,1,Nyarugenge,1
-1.989649,30.39844,Brake System,1,-1.891144,30.451228,12.43,3.0,0,0,Rwamagana,1
-1.725354,29.990158,Transmission Repair,1,-1.728108,29.908815,9.05,4.2,0,1,Rulindo,1
-2.013813,30.059357,Transmission Repair,3,-2.0138282,30.1674172,12.01,4.6,0,1,Kicukiro,0
-2.387348,29.747744,Suspension & Steering,1,-2.336148,29.757552,5.8,4.8,0,0,Nyanza,1
-2.404508,29.663877,Suspension & Steering,3,-2.357596,29.765526,12.44,4.8,0,1,Nyanza,0
-2.220505,30.422835,Brake System,1,-2.115229,30.591469,22.09,4.8,0,1,Ngoma,0
-1.999483,30.497379,Air Conditioning,1,-1.96072,30.467703,5.43,4.7,0,1,Rwamagana,1
-2.584559,29.808138,Oil Change,1,-2.664143,29.736647,11.89,4.7,0,1,Huye,1
-1.79585,30.14592,Exhaust System,3,-1.736609,29.908975,27.15,4.3,0,0,Rulindo,0
-2.317847,30.645615,Brake System,1,-2.0720386,30.6098232,27.62,5.0,0,1,Kirehe,0
-1.966247,30.490374,Air Conditioning,1,-1.9725686,30.4610628,3.33,4.7,0,0,Rwamagana,1
-1.88041,30.413078,Transmission Repair,3,-2.022327,30.403267,15.82,4.2,0,0,Rwamagana,0
-1.929172,30.495507,Bodywork,1,-1.923863,30.499753,0.76,4.1,0,0,Rwamagana,0
-2.012342,29.76085,Engine Repair,1,-1.99543,29.799115,4.65,4.9,0,0,Muhanga,1
-1.885472,30.042902,Tire & Wheel,3,-1.918925,30.026362,4.15,4.7,0,1,Gasabo,1
-1.889178,30.07975,Transmission Repair,1,-1.945202,30.052257,6.94,3.5,1,0,Gasabo,0
-1.735202,29.219059,Air Conditioning,1,-1.696696,29.2985306,9.82,4.3,0,1,Rubavu,0
-1.963795,30.687595,Exhaust System,1,-1.916361,30.670675,5.6,3.8,0,0,Kayonza,1
-2.25011,30.571347,Engine Repair,1,-2.088965,30.76127,27.68,4.8,0,1,Kirehe,0
-2.118654,30.410798,Oil Change,1,-2.1416947,30.534892,14.03,4.3,0,1,Ngoma,0
-2.152042,30.1968,Air Conditioning,1,-2.011125,30.282162,18.32,4.8,1,0,Bugesera,0
-2.38157,29.771565,Suspension & Steering,1,-2.300065,29.763532,9.11,4.0,0,0,Nyanza,1
-1.714913,30.023222,Welding,1,-1.741439,29.936532,10.08,4.6,0,1,Rulindo,0
-1.618895,29.286693,Brake System,1,-1.649767,29.338287,6.68,4.4,0,0,Rubavu,1
-1.885078,30.617885,Air Conditioning,3,-1.91382,30.612258,3.26,5.0,0,1,Kayonza,0
-2.221075,30.062237,Transmission Repair,1,-2.099564,30.058222,13.52,4.7,0,1,Bugesera,0
-1.42214,29.585597,Brake System,1,-1.427003,29.672067,9.63,5.0,0,0,Musanze,1
-1.636271,30.00672,Exhaust System,1,-1.482413,30.071863,18.58,4.2,0,0,Gicumbi,1
-1.743076,30.041905,Tire & Wheel,1,-1.749796,29.917122,13.89,3.8,0,1,Rulindo,1
-1.797615,30.717553,Electrical Systems,1,-1.913898,30.651016,14.9,4.2,0,1,Kayonza,0
-1.942356,30.699804,Welding,3,-1.9424399,30.4884917,23.48,4.4,0,1,Kayonza,0
-1.938662,30.101788,Exhaust System,1,-2.02203,30.159575,11.28,4.4,0,0,Kicukiro,1
-1.602724,29.981405,Tire & Wheel,1,-1.47699,30.067353,16.93,4.5,0,0,Gicumbi,1
-1.985287,30.487963,Suspension & Steering,3,-1.879542,30.458371,12.21,3.6,0,0,Rwamagana,0
-1.874329,30.141375,Suspension & Steering,3,-1.987563,30.151207,12.64,4.5,0,0,Gasabo,1
-2.151564,30.11143,Engine Repair,1,-2.269478,30.132952,13.33,4.0,1,0,Bugesera,1
-1.723129,30.041273,Welding,1,-1.700414,29.940129,11.52,5.0,0,0,Rulindo,1
-1.944092,30.029665,Tire & Wheel,3,-1.964273,30.057205,3.8,4.6,0,1,Nyarugenge,1
-2.155556,30.517146,Electrical Systems,3,-2.1870148,30.5335806,3.95,4.5,0,0,Ngoma,1
-2.539717,29.740801,Electrical Systems,3,-2.567176,29.772565,4.67,3.1,0,0,Huye,0
-2.308876,29.764625,Welding,1,-2.306407,29.79076,2.92,4.5,0,1,Nyanza,1
-1.919742,30.482514,Air Conditioning,1,-1.954581,30.481563,3.88,3.0,0,1,Rwamagana,0
-2.129551,30.450079,Brake System,1,-2.151419,30.608989,17.82,3.7,0,1,Ngoma,0
-1.663,29.190616,Engine Repair,1,-1.67758,29.260151,7.9,3.9,0,0,Rubavu,1
-1.771393,29.999713,Diagnostic Scanning,3,-1.679407,29.945,11.9,4.7,1,0,Rulindo,0
-2.414346,29.757665,Suspension & Steering,1,-2.311619,29.768194,11.48,4.4,0,0,Nyanza,1
-2.287644,30.717939,Oil Change,1,-2.343746,30.622681,12.29,3.3,0,0,Kirehe,1
-2.160209,30.172602,Bodywork,1,-2.1458346,30.2457331,8.28,3.7,1,1,Bugesera,1
-1.504338,29.654818,Suspension & Steering,3,-1.55542,29.598904,8.42,3.6,0,0,Musanze,0
-1.423321,29.565693,Oil Change,1,-1.4701856,29.6409781,9.86,3.2,0,0,Musanze,1
-1.447325,29.645055,Electrical Systems,1,-1.550474,29.565965,14.45,4.7,1,0,Musanze,0
-2.295778,30.585207,Electrical Systems,1,-2.0662758,30.6680979,27.13,3.8,0,1,Kirehe,0
-2.115116,30.177997,Engine Repair,1,-1.963132,30.355403,25.97,4.3,0,0,Bugesera,0
-1.654099,30.100167,Tire & Wheel,1,-1.615613,29.9581,16.36,3.5,0,0,Gicumbi,0
-1.71313,29.322288,Brake System,3,-1.705505,29.187419,15.01,4.5,1,0,Rubavu,1
-2.130362,30.115721,Exhaust System,1,-2.032046,30.298503,23.07,4.4,0,0,Bugesera,0
-1.466569,29.701704,Electrical Systems,1,-1.4987499,29.6181623,9.95,4.3,0,1,Musanze,1
-1.707814,29.217548,Bodywork,1,-1.700835,29.276655,6.62,4.7,1,0,Rubavu,1
-1.51708,29.668773,Welding,1,-1.457385,29.668797,6.64,4.9,1,1,Musanze,1
-1.867268,30.616548,Transmission Repair,1,-1.872439,30.630097,1.61,4.6,0,1,Kayonza,1
-2.214568,30.448048,Brake System,1,-2.091886,30.57504,19.63,4.3,0,0,Ngoma,0
-1.969758,30.087799,Air Conditioning,1,-1.972243,30.133394,5.07,4.6,0,0,Kicukiro,1
-2.112019,30.072891,Tire & Wheel,1,-2.2307132,30.1694107,17.01,4.8,0,0,Bugesera,0
-1.773183,30.147658,Exhaust System,1,-1.7186809,29.9294184,25.0,4.6,0,0,Rulindo,0
-2.12878,30.183557,Suspension & Steering,1,-1.999393,30.327844,21.54,3.8,0,0,Bugesera,0
-1.994197,30.448976,Suspension & Steering,1,-1.952,30.434,4.98,4.0,0,1,Rwamagana,1
-1.959622,30.088942,Bodywork,1,-1.989713,30.083742,3.4,3.5,0,1,Nyarugenge,1
-2.368419,29.779922,Tire & Wheel,1,-2.321999,29.795789,5.45,4.3,0,0,Nyanza,1
-2.064427,30.482977,Bodywork,3,-2.1366031,30.5621653,11.91,4.5,1,1,Ngoma,0
-1.85976,30.054841,Electrical Systems,1,-1.898163,30.099345,6.53,4.5,0,1,Gasabo,1
-2.27042,30.587558,Brake System,1,-2.107447,30.806779,30.36,4.0,0,0,Kirehe,0
-2.034746,29.768337,Bodywork,1,-2.086928,29.723415,7.65,4.1,0,0,Muhanga,1
-1.910536,30.099082,Suspension & Steering,1,-1.942924,30.144387,6.19,4.6,0,0,Gasabo,1
-1.98982,30.397786,Diagnostic Scanning,1,-1.89114,30.399014,10.97,3.7,0,0,Rwamagana,0
-2.1324,30.479542,Exhaust System,1,-2.134243,30.5323751,5.87,4.6,1,0,Ngoma,1
-1.811094,30.627306,Bodywork,1,-1.9302019,30.4610654,22.73,4.0,0,1,Kayonza,0
-2.159714,30.473746,Air Conditioning,1,-2.142334,30.589909,13.05,3.5,0,0,Ngoma,0
-1.523675,30.039692,Air Conditioning,1,-1.6730539,30.0414362,16.61,3.6,0,1,Gicumbi,0
-1.666749,30.142803,Welding,1,-1.613272,30.064438,10.55,4.7,1,0,Gicumbi,1
-1.918702,30.481673,Welding,1,-1.956452,30.444529,5.89,4.1,0,1,Rwamagana,0
-2.088639,30.127498,Welding,1,-2.178,30.108,10.17,4.0,0,1,Bugesera,1
-1.896943,30.057076,Exhaust System,3,-1.903091,30.140584,9.31,4.6,0,1,Gasabo,0
-2.200049,30.420503,Tire & Wheel,1,-2.1704753,30.5709458,17.04,4.7,1,1,Ngoma,0
-2.035053,29.791752,Suspension & Steering,1,-2.046557,29.742483,5.62,4.9,0,0,Muhanga,1
-1.932047,30.049631,Diagnostic Scanning,3,-1.902395,30.136609,10.21,4.1,0,0,Gasabo,1
-1.946255,30.088527,Exhaust System,1,-1.986231,30.03288,7.62,5.0,0,0,Nyarugenge,1
-2.272532,30.73489,Welding,1,-2.1733802,30.6650587,13.48,4.7,0,1,Kirehe,1
-1.912834,30.05224,Oil Change,3,-1.915628,30.057537,0.67,4.2,0,0,Nyarugenge,1
-2.025253,30.058356,Air Conditioning,1,-2.009386,30.1778763,13.4,4.4,0,1,Kicukiro,1
-2.004231,30.066994,Diagnostic Scanning,1,-2.023831,30.089664,3.33,4.7,0,1,Kicukiro,1
-2.536551,29.697359,Diagnostic Scanning,3,-2.591743,29.781853,11.21,4.7,1,0,Huye,1
-2.563483,29.759732,Electrical Systems,1,-2.555426,29.757178,0.94,4.5,1,0,Huye,1
-1.935918,30.041518,Transmission Repair,1,-1.906169,30.107934,8.09,5.0,0,0,Nyarugenge,1
-1.947597,30.137525,Bodywork,3,-1.919875,30.093158,5.81,4.5,0,0,Gasabo,1
-1.999821,30.075519,Transmission Repair,1,-2.0205245,30.1574526,9.39,4.2,0,0,Kicukiro,1
-2.334968,29.732208,Engine Repair,1,-2.337377,29.742302,1.15,4.4,0,0,Nyanza,0
-1.708809,30.015519,Diagnostic Scanning,3,-1.700543,29.901569,12.7,4.3,0,1,Rulindo,0
-1.766702,30.033654,Engine Repair,1,-1.693615,29.970194,10.76,4.6,0,0,Rulindo,1
-1.554051,29.60318,Diagnostic Scanning,1,-1.439106,29.701831,16.84,3.3,1,1,Musanze,0
-2.348248,30.604276,Transmission Repair,3,-2.1780592,30.6965727,21.52,3.9,0,0,Kirehe,0
-1.935259,30.657513,Air Conditioning,1,-1.9015845,30.5311842,14.53,4.8,0,1,Kayonza,1
-1.96111,30.144395,Tire & Wheel,1,-1.938288,30.041947,11.66,4.4,1,0,Kicukiro,1
-1.893177,30.722199,Brake System,3,-1.886137,30.658509,7.12,4.5,0,0,Kayonza,1
-1.964845,30.111564,Diagnostic Scanning,1,-1.897081,30.122111,7.63,4.7,1,1,Gasabo,0
-1.458237,29.684889,Brake System,1,-1.542223,29.595341,13.65,4.6,0,0,Musanze,1
-2.100157,30.467777,Exhaust System,3,-2.109618,30.517695,5.65,4.1,0,0,Ngoma,1
-1.915399,30.591144,Transmission Repair,1,-1.887413,30.616637,4.21,4.6,0,0,Kayonza,0
-1.657267,30.115402,Exhaust System,1,-1.531115,30.070052,14.91,4.6,0,1,Gicumbi,0
-1.966051,30.123508,Transmission Repair,1,-1.957889,30.136663,1.72,3.3,0,0,Kicukiro,0
-2.02265,29.699407,Bodywork,1,-2.06501,29.725735,5.54,4.5,0,1,Muhanga,1
-1.579868,29.645765,Exhaust System,1,-1.5204114,29.6908782,8.3,4.9,0,1,Musanze,1
-1.560194,29.579782,Welding,1,-1.5147349,29.6305847,7.58,4.5,0,0,Musanze,1
-2.180285,30.412642,Oil Change,1,-2.074528,30.543812,18.73,4.5,0,1,Ngoma,1
-2.541756,29.713694,Brake System,1,-2.633146,29.670553,11.24,3.8,1,0,Huye,1
-1.931777,30.146437,Engine Repair,1,-1.963674,30.093099,6.91,4.7,0,1,Kicukiro,1
-1.695612,30.086129,Brake System,3,-1.7559925,30.0100442,10.8,5.0,0,1,Rulindo,1
-1.469496,29.565391,Exhaust System,3,-1.563511,29.572567,10.48,3.5,1,0,Musanze,0
-2.659271,29.754579,Air Conditioning,1,-2.568127,29.726492,10.6,4.3,0,1,Huye,1
-2.252414,30.690957,Suspension & Steering,1,-2.1419825,30.7019138,12.34,3.3,1,1,Kirehe,1
-1.792775,30.682042,Brake System,3,-1.899184,30.626302,13.36,4.3,0,1,Kayonza,0
-2.153571,29.808721,Suspension & Steering,1,-2.059498,29.75734,11.92,4.4,0,0,Muhanga,1
-1.969215,30.651302,Diagnostic Scanning,1,-1.9038487,30.5027911,18.03,4.2,0,0,Kayonza,1
-1.430078,29.591173,Diagnostic Scanning,1,-1.471434,29.64319,7.39,4.4,0,1,Musanze,1
-1.949147,30.031923,Suspension & Steering,1,-1.924137,30.130482,11.3,4.9,0,0,Gasabo,1
-2.658724,29.771782,Diagnostic Scanning,1,-2.617468,29.686297,10.55,3.5,0,0,Huye,1
-2.24134,30.117664,Oil Change,1,-1.962509,30.362306,41.23,4.5,0,0,Bugesera,0
-2.204895,30.404834,Oil Change,1,-2.1618162,30.4979617,11.4,4.2,0,1,Ngoma,1
-1.886009,30.102745,Air Conditioning,1,-1.850953,30.07262,5.14,3.0,0,0,Gasabo,1
-1.958956,30.059401,Brake System,1,-1.959204,30.040987,2.05,4.7,1,0,Nyarugenge,1
-1.735311,29.329087,Diagnostic Scanning,1,-1.698612,29.212793,13.55,4.4,0,0,Rubavu,1
-1.688159,30.137638,Exhaust System,1,-1.748131,29.967594,20.04,3.5,1,1,Rulindo,0
-2.123109,30.567083,Oil Change,1,-2.129571,30.559657,1.09,4.8,0,0,Ngoma,1
-1.693327,29.180579,Electrical Systems,1,-1.6560277,29.2942857,13.3,4.5,0,1,Rubavu,1
-2.410292,30.587164,Electrical Systems,1,-2.243356,30.705072,22.72,4.7,0,0,Kirehe,0
-1.703728,29.292203,Transmission Repair,3,-1.626979,29.304175,8.64,4.6,0,0,Rubavu,0
-1.485566,29.57343,Engine Repair,1,-1.495489,29.696272,13.7,4.5,1,0,Musanze,1
-1.460336,29.606768,Welding,1,-1.48794,29.694967,10.27,4.6,1,1,Musanze,0
-2.379494,30.629508,Suspension & Steering,3,-2.341614,30.711095,10.0,3.5,0,0,Kirehe,1
-1.96806,30.07995,Oil Change,1,-1.949,30.064,2.76,3.8,0,0,Nyarugenge,1
-2.114801,30.425021,Diagnostic Scanning,1,-2.072701,30.555258,15.21,4.6,0,1,Ngoma,1
-1.508433,30.085435,Tire & Wheel,3,-1.557041,30.135713,7.77,4.6,0,0,Gicumbi,1
-2.336305,29.737362,Bodywork,1,-2.3881836,29.7389356,5.77,3.9,1,1,Nyanza,1
-1.958491,30.375697,Bodywork,1,-1.871203,30.463798,13.79,4.8,0,0,Rwamagana,1
-2.00601,30.382995,Welding,1,-1.926066,30.459743,12.32,4.5,0,1,Rwamagana,1
-2.243491,30.250822,Suspension & Steering,1,-2.171116,30.1312741,15.53,4.8,0,1,Bugesera,1
-2.383167,29.711533,Bodywork,1,-2.3259619,29.7211509,6.45,4.7,0,0,Nyanza,1
-1.61628,29.270075,Air Conditioning,1,-1.731878,29.317138,13.88,4.7,0,1,Rubavu,1
-1.712012,29.198374,Exhaust System,3,-1.614881,29.189419,10.85,4.3,0,1,Rubavu,1
-2.139881,30.462197,Oil Change,3,-2.1569292,30.5298566,7.75,4.2,0,0,Ngoma,1
-2.271704,30.655063,Bodywork,1,-2.148609,30.779637,19.47,4.2,0,0,Kirehe,0
-2.075728,30.170603,Air Conditioning,3,-2.044074,30.289093,13.63,4.6,1,0,Bugesera,1
-1.731764,29.99597,Brake System,3,-1.7248698,30.0141288,2.16,4.9,0,1,Rulindo,0
-1.45136,29.56623,Suspension & Steering,1,-1.470424,29.710484,16.17,4.5,0,0,Musanze,1
-1.669549,29.186876,Suspension & Steering,3,-1.7258122,29.3329124,17.4,4.2,0,1,Rubavu,1
-2.254137,30.199223,Transmission Repair,1,-2.1568397,30.2330337,11.45,3.0,0,1,Bugesera,1
-2.344125,30.630965,Brake System,1,-2.400443,30.615917,6.48,3.3,0,1,Kirehe,1
-1.971754,30.030102,Welding,1,-1.990622,30.084179,6.37,4.8,0,0,Nyarugenge,1
-1.427753,29.572429,Tire & Wheel,3,-1.463956,29.69917,14.65,4.4,0,0,Musanze,1
-1.606451,29.275162,Air Conditioning,1,-1.673515,29.292931,7.71,4.9,0,0,Rubavu,1
-2.046412,29.782659,Electrical Systems,1,-2.069392,29.723474,7.06,4.2,0,0,Muhanga,1
-1.822434,30.647024,Electrical Systems,1,-1.898052,30.62832,8.66,3.7,0,1,Kayonza,1
-1.931141,30.037631,Bodywork,1,-1.950813,30.032756,2.25,4.9,1,0,Gasabo,1
-2.137072,30.066722,Oil Change,3,-2.068489,30.116424,9.42,3.6,0,0,Bugesera,1
-2.656808,29.696702,Air Conditioning,1,-2.6453269,29.7499951,6.06,4.7,0,1,Huye,1
-2.057803,29.770556,Brake System,1,-2.122031,29.670455,13.22,4.9,0,0,Muhanga,1
-1.959179,30.077005,Oil Change,1,-1.920922,30.058478,4.73,4.4,0,0,Gasabo,1
-1.96178,30.072637,Suspension & Steering,1,-1.916776,30.042331,6.03,4.8,0,0,Nyarugenge,1
-2.341518,30.657657,Exhaust System,1,-2.085997,30.753135,30.33,4.3,0,1,Kirehe,0
-2.005392,29.791007,Bodywork,3,-2.069101,29.751617,8.33,3.5,1,1,Muhanga,1
-2.363324,29.664237,Suspension & Steering,1,-2.29851,29.729358,10.21,4.5,0,0,Nyanza,0
-2.538049,29.714684,Welding,3,-2.601914,29.695396,7.42,4.9,0,1,Huye,1
-1.420095,29.66499,Suspension & Steering,1,-1.512393,29.5900245,13.22,4.5,0,0,Musanze,1
-2.231475,30.411139,Tire & Wheel,3,-2.1866904,30.5519566,16.42,4.2,0,0,Ngoma,0
-1.862069,30.572882,Transmission Repair,1,-1.795814,30.749485,20.96,4.4,1,1,Kayonza,0
-1.430658,29.699905,Oil Change,1,-1.496798,29.70797,7.41,4.7,1,0,Musanze,1
-2.061338,29.716703,Tire & Wheel,1,-2.029963,29.720889,3.52,4.1,0,1,Muhanga,1
-2.011044,30.463244,Transmission Repair,1,-1.966772,30.491412,5.83,4.8,0,0,Rwamagana,1
-1.652888,30.012245,Transmission Repair,1,-1.469739,29.990145,20.51,3.3,1,0,Gicumbi,0
-2.237756,30.478126,Brake System,1,-2.141684,30.53187,12.24,4.4,0,0,Ngoma,1
-1.873838,30.097517,Suspension & Steering,1,-1.978255,30.045711,12.96,4.6,0,0,Gasabo,1
-2.087563,30.47317,Diagnostic Scanning,1,-2.113224,30.406402,7.95,4.3,0,1,Ngoma,0
-2.599094,29.701225,Suspension & Steering,1,-2.539096,29.768808,10.04,4.6,0,0,Huye,0
-1.800054,30.609495,Air Conditioning,1,-1.87474,30.663867,10.27,4.1,0,0,Kayonza,1
-1.541172,29.60867,Oil Change,1,-1.437825,29.691315,14.71,3.7,0,1,Musanze,1
-1.753784,30.073947,Transmission Repair,1,-1.748308,29.916096,17.55,3.8,1,0,Rulindo,0
-2.113226,29.753323,Tire & Wheel,1,-2.034768,29.763052,8.79,4.3,0,1,Muhanga,1
-2.201972,30.224355,Bodywork,1,-2.2518947,30.1885901,6.83,4.7,0,1,Bugesera,0
-2.005509,30.430419,Engine Repair,1,-2.01785,30.413119,2.36,4.1,0,0,Rwamagana,1
-1.652498,29.307284,Bodywork,1,-1.757586,29.205491,16.26,3.3,0,1,Rubavu,0
-1.686184,30.052834,Tire & Wheel,1,-1.697601,29.98873,7.24,4.6,0,0,Rulindo,1
-2.026713,30.06161,Tire & Wheel,1,-1.974884,30.10192,7.3,4.6,0,1,Kicukiro,0
-1.91079,30.649188,Oil Change,1,-1.82324,30.708756,11.77,4.8,0,0,Kayonza,1
-1.752989,30.079696,Electrical Systems,1,-1.729718,29.971998,12.25,4.7,0,0,Rulindo,1
-1.925088,30.453375,Exhaust System,1,-1.94058,30.442669,2.09,4.5,1,1,Rwamagana,0
-1.975471,30.40847,Diagnostic Scanning,3,-1.9389503,30.4198137,4.25,4.3,1,0,Rwamagana,1
-2.322642,30.626646,Oil Change,1,-2.083019,30.762905,30.65,3.8,0,1,Kirehe,0
-1.527149,29.661047,Oil Change,1,-1.5157575,29.6140363,5.38,4.7,0,1,Musanze,1
-2.215691,30.479388,Exhaust System,1,-2.150623,30.54322,10.13,4.1,0,0,Ngoma,0
-2.017167,29.675809,Oil Change,3,-2.079385,29.753867,11.1,4.4,0,0,Muhanga,1
-1.733891,29.26116,Transmission Repair,1,-1.610917,29.191721,15.7,4.7,0,1,Rubavu,1
-2.610593,29.671418,Exhaust System,1,-2.562973,29.694026,5.86,4.1,0,0,Huye,1
-2.179015,30.250854,Transmission Repair,3,-2.005658,30.320926,20.79,4.1,0,0,Bugesera,0
-1.714121,29.318604,Electrical Systems,1,-1.729308,29.25898,6.84,4.6,0,0,Rubavu,1
-2.350907,29.692428,Tire & Wheel,1,-2.331577,29.729127,4.61,4.3,0,1,Nyanza,1
-2.574065,29.746857,Welding,1,-2.666989,29.712091,11.03,3.8,0,1,Huye,1
-2.089716,29.712962,Oil Change,1,-2.021996,29.749946,8.58,4.4,0,0,Muhanga,0
-2.65064,29.767809,Brake System,1,-2.5609369,29.7359962,10.58,4.5,0,0,Huye,1
-2.234898,30.53328,Bodywork,1,-2.155783,30.586724,10.61,4.7,0,0,Ngoma,1
-2.073153,30.413461,Diagnostic Scanning,1,-2.076849,30.598788,20.6,4.4,0,0,Ngoma,0
-2.305448,30.686633,Brake System,1,-2.31784,30.608455,8.79,3.2,0,0,Kirehe,1
-2.428988,29.793508,Diagnostic Scanning,1,-2.3667556,29.7415894,9.01,4.1,0,1,Nyanza,1
-2.076704,30.558038,Oil Change,1,-2.112596,30.596775,5.87,4.3,1,0,Ngoma,0
-2.309999,29.742544,Oil Change,1,-2.3862932,29.7258484,8.68,4.7,0,0,Nyanza,1
-1.499044,29.56613,Transmission Repair,1,-1.5062253,29.5937923,3.18,4.0,0,1,Musanze,1
-1.474585,29.571436,Bodywork,1,-1.574513,29.674685,15.97,4.7,1,0,Musanze,1
-1.751299,29.227922,Engine Repair,1,-1.729791,29.233879,2.48,4.1,0,1,Rubavu,0
-1.772867,30.089205,Engine Repair,1,-1.774111,30.068876,2.26,4.6,0,1,Rulindo,1
-2.430832,29.796045,Tire & Wheel,1,-2.293352,29.786364,15.32,4.6,0,1,Nyanza,1
-1.622277,29.234763,Transmission Repair,3,-1.6561279,29.270478,5.47,3.4,0,1,Rubavu,1
-1.957791,30.027335,Electrical Systems,3,-1.935746,30.042099,2.95,4.3,0,1,Nyarugenge,0
-2.144841,30.415545,Tire & Wheel,1,-2.129007,30.544728,14.46,4.2,0,1,Ngoma,0
-1.937571,30.132161,Oil Change,1,-1.995102,30.092319,7.78,4.4,0,0,Kicukiro,1
-2.591246,29.748064,Tire & Wheel,3,-2.563103,29.745758,3.14,5.0,1,0,Huye,0
