id,name,latitude,longitude,address,phone,rating,open_24hrs,speciality,district,city,place_id,google_maps_url
84,Machine Garage & Design,-1.9125089,30.0848912,"299 KG 14 Ave, Kigali, Rwanda",+250 788 200 100,1.6,FALSE,"Spare parts, engine repair, gearbox, painting",Gasabo,Kigali,ChIJx4TJ0Zeh3BkRrsuCd8_ANpg,https://www.google.com/maps/place/?q=place_id:ChIJx4TJ0Zeh3BkRrsuCd8_ANpg
85,Emily Technicien,-1.9183865,30.0791567,"18 KG 452 St, Kigali, Rwanda",+250 788 200 200,2,FALSE,"Body repair, painting, denting, welding",Gasabo,Kigali,ChIJUxknqOmh3BkRWK4bg41cT14,https://www.google.com/maps/place/?q=place_id:ChIJUxknqOmh3BkRWK4bg41cT14
86,Humble Automobile,-1.906875,30.0798068,"32 KG 762 St, Kigali, Rwanda",+250 788 200 300,1.7,FALSE,"Engine repair, gearbox, suspension, brake service",Gasabo,Kigali,ChIJzycASSqh3BkRah0oU_q1d38,https://www.google.com/maps/place/?q=place_id:ChIJzycASSqh3BkRah0oU_q1d38
87,Tyre Centre Kigali,-1.9103639,30.0842757,"33QM+VP2, Kigali, Rwanda",+250 788 200 400,2,FALSE,"General repair, welding, body work, engine overhaul",Gasabo,Kigali,ChIJqwfKf1mh3BkRFng_ZO12_mI,https://www.google.com/maps/place/?q=place_id:ChIJqwfKf1mh3BkRFng_ZO12_mI
88,Garage BN Motors,-1.9577837,30.1217416,"KG 125 St, Kigali, Rwanda",+250 786 676 947,2,TRUE,"General repair, spare parts, oil change, wheel alignment",Kicukiro,Kigali,ChIJDWgFMQ2n3BkRPrKA3Oiq-Sk,https://www.google.com/maps/place/?q=place_id:ChIJDWgFMQ2n3BkRPrKA3Oiq-Sk
89,Kanombe Car Repair,-1.9740875,30.1687656,"25G9+9G6, Kigali, Rwanda",+250 780 294 084,2,TRUE,"Brake service, tyre fitting, wheel balancing, oil change",Gasabo,Kigali,ChIJqXtNcwBZ2xkRwSRJ5_NE2x0,https://www.google.com/maps/place/?q=place_id:ChIJqXtNcwBZ2xkRwSRJ5_NE2x0
90,SUPERNOVA CAR REPAIR LTD,-1.9971021,30.1460167,"Busanza Radar, KK 20 Ave, Kigali, Rwanda",+250 784 952 201,1.5,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Kicukiro,Kigali,ChIJNY0tYuyp3BkR6-iLnlRGJoI,https://www.google.com/maps/place/?q=place_id:ChIJNY0tYuyp3BkR6-iLnlRGJoI
91,Digital Garage Express,-1.9810773,30.1172363,"Niboye Sector, KK 349 St, Kigali, Rwanda",+250 788 229 342,1.9,TRUE,"Engine overhaul, electrical faults, welding, body repair",Kicukiro,Kigali,ChIJPdb-Moyn3BkR4l0I6ExoP2g,https://www.google.com/maps/place/?q=place_id:ChIJPdb-Moyn3BkR4l0I6ExoP2g
92,Simba Mechanic Garage,-1.9654048,30.0611682,"KN 149 St, Nyamirambo, Kigali, Rwanda",+250 781 885 134,2,FALSE,"Electrical faults, diagnostics, battery, alternator repair",Nyarugenge,Kigali,ChIJ7YTY_bml3BkRnxelpfFDMIM,https://www.google.com/maps/place/?q=place_id:ChIJ7YTY_bml3BkRnxelpfFDMIM
93,Focus Auto Garage,-1.9926707,30.0562286,"2344+WF, Kigali, Rwanda",+250 737 485 499,1.6,FALSE,"General repair, suspension, steering, tyre fitting",Nyarugenge,Kigali,ChIJObd_FgCl3BkRvl-HDrvZzII,https://www.google.com/maps/place/?q=place_id:ChIJObd_FgCl3BkRvl-HDrvZzII
94,Isac Garage Nyamirambo,-1.9758803,30.0537524,"23F3+JGR, KN 144 St, Kigali, Rwanda",+250 728 386 379,1.9,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Nyarugenge,Kigali,ChIJjWL4KByl3BkRNcPhdUCghL0,https://www.google.com/maps/place/?q=place_id:ChIJjWL4KByl3BkRNcPhdUCghL0
95,Ms Auto Shop,-1.9652462,30.0618985,"Kigali, Rwanda",+250 788 556 515,2,TRUE,"General repair, spare parts, oil change, wheel alignment",Nyarugenge,Kigali,ChIJGapL-cWl3BkRWC4W43VUBrY,https://www.google.com/maps/place/?q=place_id:ChIJGapL-cWl3BkRWC4W43VUBrY
96,Anuar's Garage,-1.9729075,30.0560208,"1 KN 144 St, Kigali, Rwanda",+250 788 200 500,1.6,FALSE,"General repair, welding, body work, engine overhaul",Nyarugenge,Kigali,ChIJ8RTJdwCl3BkRR5TpU0oKeXw,https://www.google.com/maps/place/?q=place_id:ChIJ8RTJdwCl3BkRR5TpU0oKeXw
97,Gikondo Auto Clinic,-1.9682466,30.0799976,"26 KK 525 St, Kigali, Rwanda",+250 795 574 828,1.6,FALSE,"Engine repair, gearbox, suspension, brake service",Kicukiro,Kigali,ChIJ2yTlCt2n3BkRs2ZxYk14hvY,https://www.google.com/maps/place/?q=place_id:ChIJ2yTlCt2n3BkRs2ZxYk14hvY
98,Tyre & Auto Centers,-1.9409522,30.0436126,"325V+JC9, Kigali-Gatuna Rd, Kigali, Rwanda",+250 788 570 579,1.8,FALSE,"Engine repair, gearbox, suspension, brake service",Nyarugenge,Kigali,ChIJpYRZNBWk3BkR7CtIFQdAxrc,https://www.google.com/maps/place/?q=place_id:ChIJpYRZNBWk3BkR7CtIFQdAxrc
99,Elim Automotive,-1.9424477,30.0440063,"Kigali, Rwanda",+250 783 961 850,1.8,FALSE,"Brake service, tyre fitting, wheel balancing, oil change",Nyarugenge,Kigali,ChIJT6lmVcil3BkRTwGD0B6GnAw,https://www.google.com/maps/place/?q=place_id:ChIJT6lmVcil3BkRTwGD0B6GnAw
100,Loyal Spare Parts Ltd,-1.9431168,30.0469547,"KN 20 Ave, Kigali, Rwanda",+250 788 333 912,1.7,TRUE,"General repair, exhaust, suspension, clutch replacement",Nyarugenge,Kigali,ChIJ7eH9Otul3BkRPr7JFyyHOgM,https://www.google.com/maps/place/?q=place_id:ChIJ7eH9Otul3BkRPr7JFyyHOgM
101,Tirezone,-1.9371984,30.0644994,"52 KN 7 Rd, Kigali, Rwanda",+250 788 906 020,2,FALSE,"General repair, diagnostics, AC service, tyre fitting",Nyarugenge,Kigali,ChIJkZASfK1Z2xkRaucOIjyWWDo,https://www.google.com/maps/place/?q=place_id:ChIJkZASfK1Z2xkRaucOIjyWWDo
102,Drive Pro Group,-1.9428657,30.0475731,"Kigali, Rwanda",+250 782 987 533,2,FALSE,"Spare parts, engine repair, gearbox, painting",Nyarugenge,Kigali,ChIJgfiXnFel3BkRvFqOVnxELCE,https://www.google.com/maps/place/?q=place_id:ChIJgfiXnFel3BkRvFqOVnxELCE
103,Vital Auto Spare Parts & Garage,-1.9892883,30.1935517,"MASAKA Near DP World, Kigali, Rwanda",+250 733 183 011,1.9,FALSE,"Electrical faults, diagnostics, battery, alternator repair",Gasabo,Kigali,ChIJiyk87P9Z2xkROiCNFqmhQVY,https://www.google.com/maps/place/?q=place_id:ChIJiyk87P9Z2xkROiCNFqmhQVY
104,TUTA TRADING LTD,-1.9419017,30.0443254,"Kigali, Rwanda",+250 788 216 415,1.6,FALSE,"General repair, diagnostics, AC service, tyre fitting",Nyarugenge,Kigali,ChIJk8KWAn2l3BkRncx0Ydlq9Sk,https://www.google.com/maps/place/?q=place_id:ChIJk8KWAn2l3BkRncx0Ydlq9Sk
105,KIVUMBI AUTO PARTS LTD,-1.9365894,30.0442023,"327V+9M8, Kigali, Rwanda",+250 788 891 056,2,FALSE,"Engine overhaul, electrical faults, welding, body repair",Nyarugenge,Kigali,ChIJIxzmoc-l3BkRemNcq4FbOVk,https://www.google.com/maps/place/?q=place_id:ChIJIxzmoc-l3BkRemNcq4FbOVk
106,Yichun Motor (Haojin),-1.9304888,30.064463,"KG 15 Ave, Kigali, Rwanda",+250 787 304 465,1.7,FALSE,"Engine tune-up, gearbox repair, AC service, painting",Nyarugenge,Kigali,ChIJL7orfgCl3BkRIFlDyW2ZwIY,https://www.google.com/maps/place/?q=place_id:ChIJL7orfgCl3BkRIFlDyW2ZwIY
107,Auto care,-1.9389682,30.1319292,"158 KG 11 Ave, Kigali, Rwanda",+250 785 061 128,1.5,FALSE,"General repair, exhaust, suspension, clutch replacement",Gasabo,Kigali,ChIJhbLidACn3BkR_yP4mH_IfcA,https://www.google.com/maps/place/?q=place_id:ChIJhbLidACn3BkR_yP4mH_IfcA
108,Garage (KK 4 Ave Kicukiro),-1.9685838,30.1038549,"24J3+HGF, Kigali, Rwanda",+250 789 600 212,1.6,FALSE,"General repair, engine overhaul, electrical faults, painting",Kicukiro,Kigali,ChIJsXKULwCn3BkRiE0JwHSJBL4,https://www.google.com/maps/place/?q=place_id:ChIJsXKULwCn3BkRiE0JwHSJBL4
109,Garage auto kamembe,-2.4717382,28.903547,"GWH3+8C3, Kamembe, Rwanda",+250 788 200 600,1.5,FALSE,"Diagnostics, engine repair, electrical faults, AC service",Rusizi,Rusizi,ChIJkdBHuuWXwhkRBO7IWPvikUI,https://www.google.com/maps/place/?q=place_id:ChIJkdBHuuWXwhkRBO7IWPvikUI
110,Vehicle Repair Shop Musebeya,-2.4221357,29.4452872,"Musebeya, Rwanda",+250 722 449 440,1.7,FALSE,"Engine repair, gearbox, suspension, brake service",Nyamagabe,Nyamagabe,ChIJ-TcDtRAfwxkRZjkCEiT0n94,https://www.google.com/maps/place/?q=place_id:ChIJ-TcDtRAfwxkRZjkCEiT0n94
111,Welding and mechanical,-2.2437913,29.6151125,"Masango, Kaduha, Buhanda, Rwanda",+250 788 926 489,1.8,FALSE,"Spare parts, engine repair, gearbox, painting",Nyamagabe,Nyamagabe,ChIJjepKfoYxwxkRzhRdOd81pLc,https://www.google.com/maps/place/?q=place_id:ChIJjepKfoYxwxkRzhRdOd81pLc
112,Gasarenda,-2.5026024,29.4806843,"FFXJ+9C, Mudasomwa, Rwanda",+250 788 200 700,1.7,FALSE,"Brake service, tyre fitting, wheel balancing, oil change",Nyarugenge,Nyamagabe,ChIJebZyLwAdwxkR2ubSu8dQer4,https://www.google.com/maps/place/?q=place_id:ChIJebZyLwAdwxkR2ubSu8dQer4
113,Auto Cars - Auto Garage,-1.9679812,30.0546574,"15 KN 210 St, Rwezamenyo, Kigali, Rwanda",+250 788 509 839,1.9,FALSE,"Engine overhaul, electrical faults, welding, body repair",Nyarugenge,Kigali,ChIJe6-i1VWl3BkRssm-IEY0MR4,https://www.google.com/maps/place/?q=place_id:ChIJe6-i1VWl3BkRssm-IEY0MR4
114,Ingoga Auto,-1.9135231,30.0877929,"KG 438 St, Kigali, Rwanda",+250 783 444 580,2,FALSE,"General repair, oil change, brake service, wheel alignment",Gasabo,Kigali,ChIJf8YVJ4Cl3BkRun1WygnoQHI,https://www.google.com/maps/place/?q=place_id:ChIJf8YVJ4Cl3BkRun1WygnoQHI
115,MUSANZE MOTOR VEHICLE GARAGE LTD,-1.5070274,29.6467256,"Musanze, Rwanda",+250 788 861 928,1.7,FALSE,"Electrical faults, diagnostics, battery, alternator repair",Musanze,Musanze,ChIJkR-FVNMZnmYRtMyQQyImea4,https://www.google.com/maps/place/?q=place_id:ChIJkR-FVNMZnmYRtMyQQyImea4
