request_id,user_id,garage_id,garage_name,service_type,description,request_date,request_district,request_latitude,request_longitude,mechanic_district,mechanic_latitude,mechanic_longitude,distance_km,status,completion_date,duration_hours,estimated_cost_rwf,actual_cost_rwf,response_time_minutes,payment_method,payment_status,emergency_request
REQ00398,USR0943,8179,GAHIMA MOTORS GARAGE,Exhaust System,Radiator leaking,12/2/2026 3:54,Rubavu,-1.726087,29.327805,Rubavu,-1.722171,29.324215,0.59,In Progress,12/2/2026 15:54,69,191515,186028,114,Mobile Money,Unpaid,Yes
REQ00399,USR0353,7523,Expert Drive Auto Hub,Exhaust System,Brakes not responding,1/1/2026 13:35,Huye,-2.608681,29.759462,Huye,-2.535359,29.686095,11.53,Pending,1/3/2026 9:35,42,37773,35374,11,Bank Transfer,Pending,No
REQ00400,USR0568,43,Auto Restore Shop Ltd,Tire & Wheel,Strange noise from engine,5/13/2026 21:25,Huye,-2.530928,29.709325,Huye,-2.5931211,29.7385545,7.64,In Progress,5/14/2026 1:25,56,111634,132210,174,Mobile Money,Pending,Yes
REQ00401,USR0160,7975,RUTAGANDA MOTORS GARAGE,Bodywork,Fuel pump failure,1/18/2026 0:03,Huye,-2.661311,29.734157,Huye,-2.63515,29.690649,5.64,Completed,1/18/2026 15:03,15,130425,169118,145,Bank Transfer,Paid,No
REQ00402,USR0025,1360,Wheel Auto Clinic Musanze,Exhaust System,Flat tire replacement,1/12/2026 6:32,Musanze,-1.555628,29.651165,Musanze,-1.418336,29.613048,15.84,Pending,1/14/2026 23:32,30,92896,100599,67,Mobile Money,Pending,No
REQ00403,USR0204,6725,Silver Auto Fix,Tire & Wheel,Windshield wiper motor failure,1/25/2026 10:22,Rwamagana,-1.96499,30.489059,Rwamagana,-1.953327,30.515821,3.24,Completed,1/27/2026 8:22,46,45714,23772,40,Cash,Paid,No
REQ00404,USR0663,3417,Rwamurangwa Vehicle Workshop,Transmission Repair,Brakes not responding,7/25/2026 2:23,Nyanza,-2.323811,29.733776,Nyanza,-2.3893529,29.7289983,7.31,Completed,7/27/2026 18:23,64,26791,79990,43,Bank Transfer,Paid,No
REQ00405,USR0198,557,Delta Mechanics Rwamagana,Welding,Exhaust pipe broken,3/4/2026 4:53,Rwamagana,-1.927607,30.443957,Rwamagana,-2.013733,30.358621,13.48,Completed,3/5/2026 12:53,32,93251,69397,150,Bank Transfer,Paid,No
REQ00406,USR0895,5030,Rapid Car Center,Electrical Systems,Radiator leaking,4/24/2026 15:12,Rulindo,-1.65799,30.044834,Rulindo,-1.735881,29.903359,17.95,Completed,4/26/2026 1:12,34,95329,162139,173,Bank Transfer,Paid,No
REQ00407,USR0390,9911,East Africa Ride Auto Masters,Oil Change,Battery replacement,11/21/2026 4:35,Rwamagana,-1.995187,30.454933,Rwamagana,-1.973341,30.428368,3.82,Completed,11/24/2026 1:35,69,32074,133683,173,Bank Transfer,Paid,No
REQ00408,USR0821,8543,KEZA AUTOFIX WORKSHOP,Air Conditioning,Brakes not responding,2/10/2026 22:58,Nyarugenge,-1.98678,30.050971,Nyarugenge,-1.970174,30.037922,2.35,Completed,2/13/2026 23:58,73,94345,60131,139,Mobile Money,Paid,Yes
REQ00409,USR0097,2653,Kabeza Auto Care,Engine Repair,Fuel pump failure,3/2/2026 20:56,Muhanga,-2.017202,29.789939,Muhanga,-2.0931227,29.7576054,9.17,Cancelled,3/3/2026 8:56,0,97562,0,46,N/A,Cancelled,No
REQ00410,USR0403,9741,Kigali Wheel Auto Hub,Oil Change,Gearbox issues,10/13/2026 19:36,Nyanza,-2.354974,29.765599,Nyanza,-2.297156,29.74262,6.92,In Progress,10/14/2026 16:36,35,101678,106392,21,Bank Transfer,Pending,No
REQ00411,USR0188,7052,Pro Motor Garage,Transmission Repair,Transmission slipping,5/5/2026 18:27,Kirehe,-2.375554,30.740556,Kirehe,-2.094197,30.799199,31.96,Completed,5/7/2026 2:27,32,100795,181328,105,Cash,Paid,No
REQ00412,USR0629,3732,Silver Car Workshop,Tire & Wheel,Power steering failure,9/30/2026 1:13,Rwamagana,-1.916609,30.41644,Rwamagana,-1.9407585,30.4482468,4.44,Completed,10/2/2026 10:13,57,81940,159319,114,Mobile Money,Paid,No
REQ00413,USR0286,5707,Kigali Tech Auto Garage,Welding,Check engine light on,6/16/2026 12:19,Bugesera,-2.157636,30.203957,Bugesera,-1.964315,30.294737,23.75,Completed,6/18/2026 12:19,48,10683,85432,109,Bank Transfer,Paid,No
REQ00414,USR0323,5291,Golden Auto Care Mechanics,Electrical Systems,Windshield wiper motor failure,10/4/2026 0:02,Rwamagana,-1.893008,30.418702,Rwamagana,-1.96018,30.424222,7.49,Pending,10/4/2026 16:02,30,114787,111829,88,Bank Transfer,Unpaid,No
REQ00415,USR0880,7012,NTIRENGANYA Auto Garage & Sons,Engine Repair,Radiator leaking,8/11/2026 3:13,Huye,-2.57941,29.717931,Huye,-2.589043,29.777042,6.65,Cancelled,8/11/2026 14:13,0,38128,0,119,N/A,Unpaid,No
REQ00416,USR0184,4038,Rwanda Wheel Autocare,Air Conditioning,Car won't start,12/26/2026 11:46,Gasabo,-1.917194,30.040097,Gasabo,-1.988383,30.022963,8.14,Cancelled,12/26/2026 14:46,0,165927,0,117,N/A,Cancelled,No
REQ00417,USR0264,1606,Wheel Auto World Byumba,Brake System,Windshield wiper motor failure,2/23/2026 7:53,Gicumbi,-1.651655,30.083498,Gicumbi,-1.514259,29.963172,20.3,Completed,2/24/2026 0:53,17,33900,83947,116,Bank Transfer,Paid,No
REQ00418,USR0923,7179,LFQ Auto Services Ltd,Transmission Repair,Transmission slipping,10/17/2026 0:18,Rulindo,-1.703934,29.993163,Rulindo,-1.675017,29.912207,9.56,Completed,10/18/2026 14:18,38,125971,149206,176,Bank Transfer,Paid,Yes
REQ00419,USR0294,1465,Pro Auto Point Huye (Butare),Welding,Windshield wiper motor failure,6/19/2026 18:23,Huye,-2.624283,29.697693,Huye,-2.638592,29.747377,5.74,In Progress,6/20/2026 9:23,32,126540,139218,40,Mobile Money,Unpaid,Yes
REQ00420,USR0885,7392,UWITONZE Workshop Ltd.,Bodywork,Strange noise from engine,3/28/2026 12:42,Nyanza,-2.302299,29.699469,Nyanza,-2.327954,29.800668,11.6,Cancelled,3/28/2026 23:42,0,125312,0,11,N/A,Pending,No
REQ00421,USR0666,8738,OF Auto Workshop,Brake System,Exhaust pipe broken,4/2/2026 20:38,Musanze,-1.473144,29.570698,Musanze,-1.531773,29.697406,15.52,Completed,4/4/2026 10:38,38,150621,183424,41,Mobile Money,Paid,No
REQ00422,USR0456,2852,Lion Auto Tech,Engine Repair,Windshield wiper motor failure,8/31/2026 10:20,Kirehe,-2.405042,30.621034,Kirehe,-2.0881872,30.7006141,36.33,Cancelled,8/31/2026 21:20,0,188164,0,74,N/A,Unpaid,Yes
REQ00423,USR0735,7844,TR Auto World Sarl,Exhaust System,Exhaust pipe broken,9/5/2026 3:45,Rwamagana,-1.925537,30.487446,Rwamagana,-1.97247,30.421406,9.01,In Progress,9/5/2026 19:45,42,8080,7052,106,Cash,Pending,No
REQ00424,USR0646,1244,Tech Mechanics Gasabo,Exhaust System,Flat tire replacement,8/7/2026 10:52,Gasabo,-1.904951,30.109167,Gasabo,-1.865517,30.120774,4.57,In Progress,8/7/2026 21:52,36,6138,7072,33,Bank Transfer,Pending,No
REQ00425,USR0905,7420,East Africa Auto Auto Services,Engine Repair,Power steering failure,8/24/2026 10:08,Kicukiro,-1.934708,30.111006,Kicukiro,-1.986754,30.077139,6.9,Completed,8/28/2026 7:08,93,81592,136957,73,Mobile Money,Paid,No
REQ00426,USR0837,2468,KN Auto Pro,Transmission Repair,Radiator leaking,4/23/2026 17:37,Muhanga,-2.059923,29.721279,Muhanga,-2.1130434,29.7747345,8.38,Completed,4/24/2026 21:37,28,123321,182129,152,Cash,Paid,Yes
REQ00427,USR0970,4219,TUYISENGE AUTOFIX GARAGE,Welding,Starter motor issues,3/2/2026 11:51,Bugesera,-2.074774,30.139935,Bugesera,-1.963348,30.322112,23.74,Completed,3/5/2026 9:51,70,111291,135748,168,Mobile Money,Paid,No
REQ00428,USR0391,7562,City Auto World,Bodywork,Battery replacement,6/5/2026 6:53,Rulindo,-1.806284,30.05401,Rulindo,-1.741977,29.951611,13.44,Pending,6/6/2026 0:53,1,164013,165104,78,Cash,Unpaid,No
REQ00429,USR0025,3850,Delta Oil Change,Suspension & Steering,Strange noise from engine,7/29/2026 12:11,Musanze,-1.439983,29.647636,Musanze,-1.4881446,29.6278891,5.79,Completed,8/1/2026 13:11,73,34812,54229,42,Cash,Paid,No
REQ00430,USR0782,4254,GHOI Mechanics Ltd,Transmission Repair,Suspension noise,5/26/2026 8:58,Rubavu,-1.61025,29.316638,Rubavu,-1.7195,29.286021,12.62,Pending,5/27/2026 8:58,27,18085,18002,172,Bank Transfer,Pending,Yes
REQ00431,USR0111,7025,NSABIMANA MOTORS WORKSHOP,Exhaust System,Transmission slipping,5/30/2026 10:29,Kicukiro,-1.997778,30.104455,Kicukiro,-1.952854,30.163318,8.23,Completed,5/31/2026 1:29,15,95434,144092,169,Mobile Money,Paid,Yes
REQ00432,USR0222,4771,RUTAGANDA MOTORS WORKSHOP,Tire & Wheel,Windshield wiper motor failure,3/24/2026 21:15,Gasabo,-1.894136,30.065093,Gasabo,-1.920927,30.093044,4.3,Cancelled,3/25/2026 9:15,0,172489,0,14,N/A,Unpaid,No
REQ00433,USR0654,9540,IYAMUREMYE AUTO WORKSHOP,Engine Repair,Gearbox issues,4/6/2026 3:36,Muhanga,-2.120927,29.816027,Muhanga,-2.026681,29.705592,16.14,Completed,4/7/2026 14:36,35,21744,96375,108,Cash,Paid,No
REQ00434,USR0078,9048,MUHIRE SERVICES GARAGE,Transmission Repair,Check engine light on,11/28/2026 18:43,Ngoma,-2.088202,30.576077,Ngoma,-2.079843,30.541093,4,Completed,12/1/2026 13:43,67,76942,140017,170,Mobile Money,Paid,No
REQ00435,USR0318,2161,Apex Car Care,Tire & Wheel,Flat tire replacement,5/11/2026 15:58,Huye,-2.565701,29.777053,Huye,-2.5593748,29.7492622,3.17,Completed,5/11/2026 22:58,7,16026,168699,168,Mobile Money,Paid,Yes
REQ00436,USR0945,6905,GHPM Auto Hub Co.,Exhaust System,Exhaust pipe broken,3/13/2026 1:47,Ngoma,-2.153491,30.482161,Ngoma,-2.077849,30.561501,12.18,Completed,3/14/2026 14:47,37,33833,132679,120,Bank Transfer,Paid,No
REQ00437,USR0037,6565,JZN Auto Fix LTD,Oil Change,Check engine light on,2/27/2026 18:58,Rwamagana,-1.986368,30.450275,Rwamagana,-1.955784,30.4353,3.79,Completed,3/3/2026 7:58,85,111115,163940,139,Bank Transfer,Paid,No
REQ00438,USR0496,2512,Hill Vehicle Workshop,Brake System,Check engine light on,6/9/2026 17:48,Huye,-2.633907,29.752035,Huye,-2.6335644,29.772233,2.24,In Progress,6/10/2026 14:48,63,100895,98803,137,Cash,Unpaid,No
REQ00439,USR0819,6440,Express Motor Garage,Brake System,Windshield wiper motor failure,10/18/2026 4:01,Gasabo,-1.920802,30.051263,Gasabo,-1.941773,30.046727,2.39,Completed,10/21/2026 5:01,73,128213,106025,117,Cash,Paid,No
REQ00440,USR0680,8425,MANIRIHO Auto Services,Brake System,Strange noise from engine,9/6/2026 6:56,Rubavu,-1.622309,29.206832,Rubavu,-1.711123,29.347184,18.46,Completed,9/8/2026 19:56,61,193590,89108,12,Cash,Paid,No
REQ00441,USR0384,4405,Royal Auto Repair,Bodywork,Brakes not responding,2/2/2026 0:50,Rubavu,-1.758799,29.233781,Rubavu,-1.636698,29.296063,15.24,Completed,2/4/2026 22:50,70,159157,96167,113,Cash,Paid,No
REQ00442,USR0723,7670,QII Auto Workshop,Transmission Repair,Gearbox issues,4/27/2026 7:11,Muhanga,-2.025732,29.692133,Muhanga,-2.077857,29.701779,5.89,Completed,4/29/2026 6:11,47,69871,156650,172,Bank Transfer,Paid,No
REQ00443,USR0290,1055,Delta Auto Hub,Bodywork,Check engine light on,8/25/2026 13:49,Huye,-2.561593,29.686199,Huye,-2.582073,29.778578,10.51,Completed,8/26/2026 8:49,19,127716,188605,128,Cash,Paid,Yes
REQ00444,USR0069,3641,Mega Auto Station,Suspension & Steering,Radiator leaking,5/28/2026 0:38,Ngoma,-2.06025,30.434666,Ngoma,-2.1643344,30.5219989,15.1,In Progress,5/28/2026 8:38,52,117133,126119,145,Cash,Unpaid,No
REQ00445,USR0005,4271,WB Autocare Ltd,Electrical Systems,Electrical fault,11/11/2026 9:47,Rulindo,-1.785366,30.057648,Rulindo,-1.713862,29.908463,18.39,Completed,11/14/2026 3:47,66,58610,46311,123,Mobile Money,Paid,No
REQ00446,USR0773,6280,Classic Auto Masters,Tire & Wheel,Gearbox issues,10/29/2026 23:28,Kicukiro,-1.93671,30.148082,Kicukiro,-1.951612,30.12986,2.62,Pending,10/30/2026 11:28,31,71858,73395,86,Mobile Money,Pending,No
REQ00447,USR0831,5710,NSABIMANA AUTO WORKSHOP,Air Conditioning,Power steering failure,4/6/2026 2:49,Bugesera,-2.256072,30.0876,Bugesera,-2.023068,30.297288,34.84,Completed,4/6/2026 19:49,17,102154,83597,114,Mobile Money,Paid,No
REQ00448,USR0005,8224,NIYONZIMA MOTORS AUTO,Transmission Repair,Car won't start,4/25/2026 15:31,Rulindo,-1.766699,30.131576,Rulindo,-1.703887,29.96343,19.95,In Progress,4/26/2026 2:31,46,145291,157080,149,Cash,Unpaid,No
REQ00449,USR0908,7777,NGL Auto Plus & Sons,Oil Change,Gearbox issues,1/13/2026 9:14,Rulindo,-1.703847,30.007895,Rulindo,-1.745214,29.961137,6.94,Pending,1/14/2026 13:14,15,150639,127781,47,Cash,Unpaid,No
REQ00450,USR0481,8292,NYIRANEZA AUTO AUTO,Tire & Wheel,AC not cooling,6/30/2026 3:03,Kicukiro,-2.012364,30.09235,Kicukiro,-1.992664,30.14212,5.95,Completed,7/1/2026 17:03,38,88634,38625,128,Bank Transfer,Paid,No
REQ00451,USR0204,2938,Classic Mechanic Shop,Oil Change,AC not cooling,4/6/2026 12:05,Rwamagana,-1.942694,30.430107,Rwamagana,-1.9565051,30.4226104,1.75,Completed,4/6/2026 23:05,11,24184,17596,41,Bank Transfer,Paid,No
REQ00452,USR0145,7170,Hill Drive Car Care,Suspension & Steering,Transmission slipping,4/3/2026 13:58,Rwamagana,-1.928624,30.498886,Rwamagana,-1.957393,30.450436,6.26,Cancelled,4/3/2026 15:58,0,61782,0,178,N/A,Pending,No
REQ00453,USR0757,821,Power Garage Ltd,Bodywork,Exhaust pipe broken,1/20/2026 23:31,Rwamagana,-1.880081,30.432304,Rwamagana,-1.968938,30.419837,9.98,Cancelled,1/21/2026 11:31,0,128116,0,29,N/A,Cancelled,No
REQ00454,USR0958,1108,Axle Auto,Bodywork,Transmission slipping,6/19/2026 9:56,Musanze,-1.463545,29.706266,Musanze,-1.532408,29.633709,11.12,Pending,6/20/2026 8:56,12,33399,29278,101,Bank Transfer,Unpaid,No
REQ00455,USR0359,2198,Urban Garage,Oil Change,Overheating engine,9/11/2026 10:53,Kirehe,-2.372701,30.653018,Kirehe,-2.1539051,30.694171,24.75,Completed,9/13/2026 15:53,53,15667,164188,161,Bank Transfer,Paid,No
REQ00456,USR0537,4349,GASANA MOTORS GARAGE,Suspension & Steering,Car won't start,12/31/2026 7:51,Musanze,-1.571773,29.657562,Musanze,-1.504616,29.658384,7.47,Completed,1/1/2026 18:51,35,9578,166216,98,Mobile Money,Paid,No
REQ00457,USR0959,6424,East Africa Road Auto Fix,Bodywork,Suspension noise,3/13/2026 8:54,Muhanga,-2.103466,29.795994,Muhanga,-2.067401,29.743306,7.1,Completed,3/15/2026 9:54,49,56452,125296,164,Mobile Money,Paid,No
REQ00458,USR0131,8377,Express Auto Hub,Brake System,Battery replacement,5/18/2026 1:57,Rwamagana,-1.905028,30.418333,Rwamagana,-1.945056,30.477363,7.93,Pending,5/19/2026 1:57,38,68930,82071,164,Mobile Money,Pending,Yes
REQ00459,USR0470,7784,RUTAGANDA SERVICES GARAGE,Suspension & Steering,Transmission slipping,7/16/2026 2:35,Rulindo,-1.758553,30.109811,Rulindo,-1.689889,29.988586,15.49,Cancelled,7/16/2026 6:35,0,181098,0,67,N/A,Unpaid,Yes
REQ00460,USR0781,7820,Hill Auto Fix,Bodywork,Windshield wiper motor failure,6/3/2026 17:51,Muhanga,-2.081399,29.812885,Muhanga,-2.077269,29.735805,8.58,In Progress,6/4/2026 3:51,30,34960,33015,26,Cash,Unpaid,Yes
REQ00461,USR0764,9341,RUHARA Workshop Ltd,Brake System,AC not cooling,5/30/2026 9:57,Rulindo,-1.786975,30.130651,Rulindo,-1.738871,29.900314,26.15,Completed,6/1/2026 12:57,51,114853,7336,12,Bank Transfer,Paid,Yes
REQ00462,USR0138,1429,Virunga Mechanics Nyanza,Diagnostic Scanning,Flat tire replacement,6/25/2026 14:34,Nyanza,-2.415436,29.745414,Nyanza,-2.360534,29.66212,11.09,Pending,6/26/2026 8:34,9,180485,164192,71,Bank Transfer,Unpaid,No
REQ00463,USR0613,1440,Blue Service Center,Transmission Repair,Overheating engine,5/14/2026 4:34,Gasabo,-1.961898,30.031337,Gasabo,-1.883257,30.146415,15.49,Completed,5/15/2026 21:34,41,138064,136175,57,Cash,Paid,No
REQ00464,USR0916,20,VIP Garage,Suspension & Steering,Fuel pump failure,10/18/2026 7:48,Rwamagana,-1.958916,30.468447,Rwamagana,-1.9499602,30.4366665,3.67,Completed,10/21/2026 9:48,74,128730,154457,28,Cash,Paid,No
REQ00465,USR0249,7454,Express Motor Center,Bodywork,Overheating engine,2/24/2026 1:05,Musanze,-1.574426,29.654361,Musanze,-1.467559,29.579593,14.5,Completed,2/26/2026 3:05,50,182937,67931,44,Mobile Money,Paid,No
REQ00466,USR0094,8298,MUTABAZI MOTORS AUTO,Electrical Systems,Radiator leaking,2/7/2026 17:32,Gasabo,-1.94984,30.042624,Gasabo,-1.890072,30.060123,6.92,Cancelled,2/8/2026 2:32,0,115960,0,98,N/A,Pending,No
REQ00467,USR0318,5973,MUREKATETE Auto Repair Ltd.,Suspension & Steering,Oil leak detected,4/16/2026 21:09,Huye,-2.549488,29.785237,Huye,-2.580544,29.667497,13.53,Completed,4/20/2026 1:09,76,193902,135563,176,Mobile Money,Paid,No
REQ00468,USR0003,5729,MUREKATETE Auto Services Co.,Welding,AC not cooling,2/23/2026 9:52,Rulindo,-1.678928,30.004841,Rulindo,-1.744676,29.984678,7.65,Cancelled,2/23/2026 14:52,0,10450,0,144,N/A,Unpaid,Yes
REQ00469,USR0089,6230,Supreme Service Center,Air Conditioning,Windshield wiper motor failure,8/8/2026 15:13,Huye,-2.614773,29.773292,Huye,-2.528723,29.732256,10.6,Completed,8/9/2026 3:13,12,11314,151663,91,Cash,Paid,No
REQ00470,USR0844,2714,Rwamurangwa Auto Tech,Exhaust System,Flat tire replacement,2/8/2026 17:50,Bugesera,-2.119534,30.160836,Bugesera,-2.1748678,30.2027409,7.72,Completed,2/12/2026 5:50,84,196268,19947,170,Bank Transfer,Paid,No
REQ00471,USR0241,3139,Ishimwe Auto Solutions,Transmission Repair,Fuel pump failure,10/15/2026 16:52,Rwamagana,-1.914963,30.425055,Rwamagana,-1.9417978,30.4305164,3.04,Pending,10/15/2026 21:52,41,161833,185685,56,Mobile Money,Pending,Yes
REQ00472,USR0929,3854,Strong Moto Tech,Engine Repair,Windshield wiper motor failure,3/30/2026 8:03,Gicumbi,-1.626162,29.991676,Gicumbi,-1.6224877,30.0797881,9.8,Cancelled,3/30/2026 9:03,0,18740,0,139,N/A,Cancelled,No
REQ00473,USR0068,7554,East Africa Auto Tech Car Workshop,Brake System,Car won't start,11/19/2026 17:55,Kirehe,-2.294732,30.591404,Kirehe,-2.165421,30.7561,23.27,In Progress,11/20/2026 9:55,62,86191,84139,141,Cash,Pending,No
REQ00474,USR0540,948,Tech Service Center Kirehe,Welding,Brakes not responding,12/25/2026 6:55,Kirehe,-2.398268,30.601562,Kirehe,-2.306741,30.581531,10.42,Completed,12/26/2026 18:55,36,92845,147542,158,Mobile Money,Paid,Yes
REQ00475,USR0637,6940,UWIMANA AUTO WORKSHOP,Suspension & Steering,Gearbox issues,12/24/2026 11:18,Kicukiro,-1.947689,30.089851,Kicukiro,-1.949157,30.146429,6.29,Completed,12/28/2026 6:18,91,171030,121256,111,Cash,Paid,Yes
REQ00476,USR0249,9883,Silver Car Auto Clinic,Electrical Systems,Car won't start,10/10/2026 12:56,Musanze,-1.558046,29.654566,Musanze,-1.502384,29.617996,7.4,Completed,10/13/2026 9:56,69,139177,26586,40,Mobile Money,Paid,No
REQ00477,USR0533,2696,White Car Masters,Diagnostic Scanning,Overheating engine,6/25/2026 19:50,Rulindo,-1.738203,30.052867,Rulindo,-1.7236031,30.0215712,3.84,Cancelled,6/26/2026 4:50,0,125288,0,70,N/A,Unpaid,Yes
REQ00478,USR0893,8739,NDAYAMBAJE Auto Repair Co.,Brake System,Suspension noise,12/9/2026 4:55,Musanze,-1.423905,29.689657,Musanze,-1.468702,29.657779,6.11,Completed,12/9/2026 9:55,5,183488,148780,59,Bank Transfer,Paid,No
REQ00479,USR0009,4644,Ace Auto Hub,Transmission Repair,Starter motor issues,11/3/2026 2:22,Rubavu,-1.729232,29.215328,Rubavu,-1.762354,29.210992,3.71,In Progress,11/3/2026 6:22,9,122405,117543,163,Cash,Pending,No
REQ00480,USR0143,6406,MANIRIHO Auto Services Sarl,Brake System,Overheating engine,5/16/2026 8:32,Gicumbi,-1.612183,30.096945,Gicumbi,-1.545607,30.081861,7.59,Pending,5/16/2026 13:32,37,41682,49170,175,Cash,Unpaid,No
REQ00481,USR0486,3875,Eastern Service Center,Engine Repair,Check engine light on,7/6/2026 23:49,Rwamagana,-1.940701,30.437127,Rwamagana,-1.9334377,30.462246,2.91,Pending,7/7/2026 3:49,36,111308,123082,129,Mobile Money,Unpaid,No
REQ00482,USR0707,8374,NZEYIMANA SERVICES AUTO,Oil Change,Transmission slipping,6/2/2026 16:39,Rwamagana,-1.920525,30.363721,Rwamagana,-1.919397,30.469291,11.73,In Progress,6/3/2026 9:39,49,109366,107201,37,Mobile Money,Unpaid,No
REQ00483,USR0419,3776,Remera Car Repair,Tire & Wheel,Power steering failure,1/2/2026 21:42,Rwamagana,-2.013076,30.444218,Rwamagana,-1.9670705,30.4087838,6.46,In Progress,1/5/2026 12:42,8,179273,187135,175,Bank Transfer,Unpaid,Yes
REQ00484,USR0090,4402,Trusted Auto Care Mechanics,Bodywork,Oil leak detected,9/7/2026 23:02,Nyanza,-2.39837,29.726985,Nyanza,-2.339095,29.777584,8.66,Cancelled,9/8/2026 20:02,0,125557,0,107,N/A,Pending,No
REQ00485,USR0189,3675,Expert Car Masters,Oil Change,Power steering failure,11/2/2026 11:38,Gicumbi,-1.518418,30.115322,Gicumbi,-1.5992487,29.9926296,16.33,In Progress,11/2/2026 20:38,11,186175,160636,136,Cash,Pending,No
REQ00486,USR0459,5451,Golden Car Auto Workshop,Exhaust System,Oil leak detected,9/8/2026 20:17,Kirehe,-2.360633,30.618725,Kirehe,-2.131534,30.772395,30.67,Completed,9/10/2026 14:17,42,54089,149257,169,Bank Transfer,Paid,Yes
REQ00487,USR0475,4737,INGABIRE Auto Repair & Sons,Transmission Repair,Electrical fault,6/21/2026 5:03,Rwamagana,-1.946931,30.404065,Rwamagana,-1.944185,30.456189,5.8,Pending,6/21/2026 11:03,1,153268,147659,142,Bank Transfer,Pending,No
REQ00488,USR0332,5603,TUYISENGE Auto Repair Sarl,Oil Change,AC not cooling,1/10/2026 9:43,Nyarugenge,-1.935868,30.020286,Nyarugenge,-1.96571,30.098671,9.32,In Progress,1/13/2026 21:43,38,118727,96532,87,Cash,Unpaid,No
REQ00489,USR0390,6336,HG Auto Experts LTD,Transmission Repair,Clutch not engaging,2/8/2026 17:44,Rwamagana,-2.019851,30.389719,Rwamagana,-1.966136,30.466372,10.4,Pending,2/11/2026 1:44,30,101824,84358,141,Cash,Pending,No
REQ00490,USR0031,8825,Golden Vehicle Autocare,Suspension & Steering,Check engine light on,4/23/2026 12:45,Kayonza,-1.853668,30.590953,Kayonza,-1.885703,30.604635,3.87,Cancelled,4/24/2026 9:45,0,120557,0,32,N/A,Unpaid,No
REQ00491,USR0495,8453,RUHARA Auto Services Ltd.,Diagnostic Scanning,AC not cooling,6/24/2026 5:05,Rulindo,-1.667558,30.065193,Rulindo,-1.694329,29.97757,10.18,Completed,6/24/2026 14:05,9,159725,97400,106,Cash,Paid,Yes
REQ00492,USR0548,4703,SVJT Motor Works Ltd,Bodywork,Overheating engine,11/16/2026 16:37,Rubavu,-1.610313,29.189518,Rubavu,-1.630446,29.272065,9.44,Completed,11/17/2026 7:37,15,142778,117336,15,Mobile Money,Paid,No
REQ00493,USR0793,4418,HYU Car Workshop Sarl,Diagnostic Scanning,Oil leak detected,1/7/2026 18:39,Rubavu,-1.725571,29.273723,Rubavu,-1.610976,29.200602,15.11,Cancelled,1/8/2026 4:39,0,73652,0,74,N/A,Cancelled,No
REQ00494,USR0536,1911,Francois Mugisha Muhanga Garage,Oil Change,Suspension noise,11/25/2026 17:02,Muhanga,-2.051276,29.704255,Muhanga,-2.166357,29.803674,16.91,Pending,11/26/2026 0:02,28,172628,146028,123,Cash,Pending,No
REQ00495,USR0658,886,Expert Auto Services,Transmission Repair,Car won't start,8/8/2026 11:53,Kayonza,-1.952152,30.597257,Kayonza,-1.968904,30.615131,2.72,Pending,8/8/2026 20:53,10,37372,30965,31,Cash,Pending,No
REQ00496,USR0349,4256,Pro Car Repair,Bodywork,Fuel pump failure,1/21/2026 11:51,Kayonza,-1.938295,30.584245,Kayonza,-1.905993,30.648536,8,Completed,1/24/2026 4:51,65,168987,14470,131,Cash,Paid,No
REQ00497,USR0586,2340,Diamond Car Workshop,Bodywork,Starter motor issues,2/5/2026 15:55,Gasabo,-1.866766,30.063448,Gasabo,-1.9325618,30.1222878,9.81,Completed,2/9/2026 2:55,83,95342,44121,51,Mobile Money,Paid,No
REQ00498,USR0872,3515,Kigali Auto World,Transmission Repair,Check engine light on,9/25/2026 22:06,Bugesera,-2.258946,30.131474,Bugesera,-2.1050886,30.1385415,17.13,Pending,9/26/2026 18:06,48,171196,193399,148,Bank Transfer,Pending,No
REQ00499,USR0173,4047,Top Car Center,Oil Change,Flat tire replacement,3/7/2026 0:11,Rubavu,-1.717631,29.277678,Rubavu,-1.609275,29.236653,12.88,Completed,3/10/2026 10:11,82,10193,40678,71,Mobile Money,Paid,No
REQ00500,USR0667,2832,Northern Auto World,Suspension & Steering,Windshield wiper motor failure,10/19/2026 20:16,Rulindo,-1.667862,30.138747,Rulindo,-1.6801117,30.0220481,13.04,Completed,10/23/2026 14:16,90,123287,100284,66,Cash,Paid,No
REQ00501,USR0026,391,Speed Auto Center Kigali,Welding,Brakes not responding,5/22/2026 9:42,Gasabo,-1.95802,30.037888,Gasabo,-1.882566,30.055751,8.62,In Progress,5/22/2026 13:42,60,173296,186375,75,Bank Transfer,Unpaid,No
REQ00502,USR0969,735,Fast Mechanics Gasabo,Bodywork,Battery replacement,7/24/2026 20:35,Gasabo,-1.895652,30.039636,Gasabo,-1.966814,30.09105,9.76,Completed,7/27/2026 12:35,64,18028,193838,102,Bank Transfer,Paid,No
REQ00503,USR0808,1163,Max Workshop Musanze,Suspension & Steering,Battery replacement,7/16/2026 4:07,Musanze,-1.443619,29.670683,Musanze,-1.450981,29.639173,3.6,Pending,7/16/2026 13:07,33,102695,104337,61,Mobile Money,Unpaid,No
